5120000	7506609
5120000	9298196
5120000	9864560
5120000	14200102
5120000	15640600
5120000	17251192
5120000	17929910
5120000	18245369
5120000	20256730
5120000	20319435
5120000	20451592
5120000	20764252
5120000	21271249
5120000	24106326
5120000	26512177
5120000	26676254
5120000	26819501
5120000	32671939
5120000	35284034
5120000	38883175
5120000	43777311
5120000	48549805
5120000	54394391
5120000	59107457
5120000	98738311
5120000	101585347
20750336	15844668
20750336	20451592
20750336	20743065
20750336	22054072
20750336	24760764
20750336	24876756
20750336	27602856
20750336	49286724
20750336	52569953
20750336	56449171
20750336	57046906
20750336	68973736
20750336	139597523
20750336	143853472
20750336	160983079
20864002	15308011
20864002	24106326
20864002	28058363
20864002	28685970
20864002	31679432
20864002	47081196
20864002	53545910
20864002	59107457
20864002	68274100
20864002	69964884
5197830	5684664
5197830	8700029
5197830	9298196
5197830	12452531
5197830	14016321
5197830	15308011
5197830	17546101
5197830	24011037
5197830	24106326
5197830	26676254
5197830	32671939
5197830	35057761
5197830	54394391
5197830	59107457
5197830	69964884
5197830	76740944
5197830	114548030
5197830	132788710
5197830	139605169
320910849	48549805
58779656	12729458
58779656	12810698
58779656	15844668
58779656	18196854
58779656	20388248
58779656	20451592
58779656	20743065
58779656	24760764
58779656	25032324
58779656	25087376
58779656	27973325
58779656	29056306
58779656	39641908
58779656	41573467
58779656	42961497
58779656	46431818
58779656	46716084
58779656	49286724
58779656	50052283
58779656	52569953
58779656	57046906
58779656	76740944
58779656	80030859
58779656	82843732
58779656	83512022
58779656	110782490
58779656	137021649
58779656	139597523
58779656	151162284
58779656	160983079
58779656	180939814
58779656	189754016
58779656	189959505
39538185	15778060
39538185	17546101
39538185	28507509
39538185	52569953
39538185	76740944
39538185	82843732
39538185	134514872
110045706	9458481
155327500	139816046
155327500	175868311
96361485	9298196
96361485	9864560
96361485	20256730
96361485	26676254
96361485	32671939
96361485	54394391
96361485	64829170
96361485	73042311
96361485	88661862
96361485	112685386
96361485	151328537
26819501	3825565
26819501	5120000
26819501	7506609
26819501	17251192
26819501	18245369
26819501	19475478
26819501	20256730
26819501	20451592
26819501	21271249
26819501	26676254
26819501	28058363
26819501	31834665
26819501	32671939
26819501	35284034
26819501	61515028
26819501	76251110
26819501	86347219
26819501	151328537
26819501	209641676
35373586	14544266
35373586	27973325
35373586	31294310
35373586	33169449
35373586	82843732
35373586	112685386
21794325	10497749
21794325	17024909
21794325	17628007
21794325	20256730
21794325	20764252
21794325	29759403
21794325	32671939
21794325	64829170
21794325	98738311
21794325	209641676
21794325	210733035
19475478	7506609
19475478	17251192
19475478	17929910
19475478	18245369
19475478	20451592
19475478	21271249
19475478	26819501
19475478	35284034
19475478	76251110
19475478	98738311
54394391	5120000
54394391	5197830
54394391	9298196
54394391	9864560
54394391	14200102
54394391	17546101
54394391	17929910
54394391	18245369
54394391	20319435
54394391	20460750
54394391	21271249
54394391	22359359
54394391	22720699
54394391	24106326
54394391	32671939
54394391	59107457
54394391	69964884
54394391	88661862
54394391	96361485
54394391	132788710
15640600	2970895
15640600	5120000
15640600	9864560
15640600	17929910
15640600	20054471
15640600	20454659
15640600	22720699
15640600	24106326
15640600	26676254
15640600	27973325
15640600	33211043
15640600	57414624
15640600	59107457
15640600	69964884
15640600	83512022
15640600	88661862
110782490	15844668
110782490	29056306
110782490	46431818
110782490	49286724
110782490	52569953
110782490	57046906
110782490	58779656
110782490	83512022
26676254	5120000
26676254	5197830
26676254	5684664
26676254	7506609
26676254	8700029
26676254	9864560
26676254	12452531
26676254	14016321
26676254	15308011
26676254	15640600
26676254	17024909
26676254	17251192
26676254	17546101
26676254	17628007
26676254	20218639
26676254	20256730
26676254	20319435
26676254	20451592
26676254	20764252
26676254	21271249
26676254	22568027
26676254	22802822
26676254	24011037
26676254	24106326
26676254	24448612
26676254	25035455
26676254	26819501
26676254	28058363
26676254	28685970
26676254	29056306
26676254	29759403
26676254	32671939
26676254	33169449
26676254	33211043
26676254	35284034
26676254	37107639
26676254	53561826
26676254	59107457
26676254	64829170
26676254	68274100
26676254	68414053
26676254	69964884
26676254	73042311
26676254	76740944
26676254	86908567
26676254	88661862
26676254	93928881
26676254	96361485
26676254	98738311
26676254	101585347
26676254	116193437
26676254	132364696
26676254	139605169
26676254	151328537
26676254	173104083
26676254	179241441
26676254	209641676
26676254	246207164
81445407	13340814
81445407	20071345
81445407	20084585
81445407	28058363
81445407	112685386
22568027	9864560
22568027	14098562
22568027	14200102
22568027	17929910
22568027	20256730
22568027	20764252
22568027	21271249
22568027	26676254
22568027	32671939
22568027	33927295
22568027	35284034
22568027	37107639
22568027	64829170
22568027	88661862
22568027	101585347
22568027	116193437
22568027	151328537
22568027	209641676
180939814	18196854
180939814	25087376
180939814	27973325
180939814	33211043
180939814	58779656
180939814	59107457
180939814	76740944
180939814	80030859
180939814	87555502
180939814	134514872
180939814	139597523
180939814	189959505
63904807	17546101
63904807	20764252
63904807	24106326
63904807	37107639
63904807	101585347
31834665	3327233
31834665	3825565
31834665	14952604
31834665	15460276
31834665	16146829
31834665	20764252
31834665	26819501
31834665	29055471
31834665	101585347
40436274	14952604
40436274	17929910
40436274	20256730
40436274	20534473
40436274	20764252
40436274	26512177
40436274	32671939
40436274	33927295
40436274	37107639
140044851	50117987
140044851	82843732
140044851	112685386
6380599	43777311
6380599	98738311
15460276	3327233
15460276	3825565
15460276	14098562
15460276	16146829
15460276	31834665
15460276	209641676
5904957	3327233
5904957	3825565
5904957	17251192
35284034	2970895
35284034	3327233
35284034	3825565
35284034	5120000
35284034	7506609
35284034	10497749
35284034	14952604
35284034	17024909
35284034	18245369
35284034	19475478
35284034	20451592
35284034	20764252
35284034	21271249
35284034	21276033
35284034	22568027
35284034	26676254
35284034	26819501
35284034	32671939
35284034	33927295
35284034	37107639
35284034	53561826
35284034	61515028
35284034	64829170
35284034	73042311
35284034	76251110
35284034	80030859
35284034	86347219
35284034	98738311
35284034	101585347
35284034	151328537
35284034	209641676
31845443	7825753
31845443	14952604
31845443	20218639
31845443	26512177
31845443	28058363
31845443	28685970
31845443	37107639
31845443	59107457
31845443	68274100
31845443	69964884
31845443	73042311
31845443	86347219
31845443	114548030
31845443	132364696
31845443	173104083
49286724	9864560
49286724	12810698
49286724	15844668
49286724	20388248
49286724	20451592
49286724	20743065
49286724	20750336
49286724	22054072
49286724	24760764
49286724	25087376
49286724	27602856
49286724	41573467
49286724	46431818
49286724	56449171
49286724	57046906
49286724	58779656
49286724	68973736
49286724	76740944
49286724	83512022
49286724	87555502
49286724	110782490
49286724	134514872
49286724	139597523
49286724	160983079
49286724	189959505
35991110	9458481
35991110	9864560
35991110	14544266
35991110	20189132
35991110	20256730
35991110	20410083
35991110	20451592
35991110	22433002
35991110	24448612
35991110	25478634
35991110	27107316
35991110	27973325
35991110	31294310
35991110	33169449
35991110	48549805
35991110	58334968
35991110	59107457
35991110	64829170
35991110	112685386
35991110	139816046
35991110	143632087
35991110	149273394
35991110	179241441
349345804	358434335
46431818	12810698
46431818	14016321
46431818	15844668
46431818	20054471
46431818	20071345
46431818	20084585
46431818	27973325
46431818	29056306
46431818	41573467
46431818	49286724
46431818	52569953
46431818	57046906
46431818	58779656
46431818	76740944
46431818	83512022
46431818	110782490
46431818	134514872
46431818	189959505
1492048	3825565
134514872	12729458
134514872	13340814
134514872	15844668
134514872	20388248
134514872	20743065
134514872	24760764
134514872	27973325
134514872	29056306
134514872	39538185
134514872	42961497
134514872	46431818
134514872	49286724
134514872	52569953
134514872	57046906
134514872	76740944
134514872	80030859
134514872	82843732
134514872	87555502
134514872	112685386
134514872	137021649
134514872	139597523
134514872	151162284
134514872	180939814
134514872	189959505
356040547	9864560
356040547	17929910
356040547	20764252
356040547	112685386
69964884	5197830
69964884	5684664
69964884	7825753
69964884	8700029
69964884	9298196
69964884	14016321
69964884	14952604
69964884	15308011
69964884	15640600
69964884	17546101
69964884	19444056
69964884	20319435
69964884	20864002
69964884	22802822
69964884	24106326
69964884	24876756
69964884	26676254
69964884	28058363
69964884	28685970
69964884	31845443
69964884	32671939
69964884	33211043
69964884	53545910
69964884	54394391
69964884	59107457
69964884	68274100
69964884	73042311
69964884	76740944
69964884	83512022
69964884	86347219
69964884	93928881
69964884	114548030
69964884	132364696
69964884	132788710
69964884	151162284
69964884	173104083
20911190	12452531
20911190	20460750
20911190	20764252
20911190	73042311
20911190	116193437
42961497	12810698
42961497	15778060
42961497	20071345
42961497	20084585
42961497	20388248
42961497	24876756
42961497	27973325
42961497	41573467
42961497	48549805
42961497	52569953
42961497	58779656
42961497	82843732
42961497	83512022
42961497	87555502
42961497	134514872
42961497	139597523
